"ID","IPADDRESS","STBROWSER","STBROWSERVERSION","STSYSTEM","STLANGUAGE","DATUM","TIMESTAMP"
"1939","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 06:00:30.666"
"1940","192.168.178.2","Edge","Edge","Windows","de","2023-01-14","2023-01-14 07:46:22.589"
"1941","192.168.178.2","Opera","Opera","Windows","de","2023-01-14","2023-01-14 07:52:07.796"
"1942","192.168.178.2","Opera","Opera","Windows","de","2023-01-14","2023-01-14 07:52:08.432"
"1943","192.168.178.2","Python Requests","Python Requests","Other","de","2023-01-14","2023-01-14 07:53:55.881"
"1944","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2023-01-14","2023-01-14 08:09:44.861"
"1945","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 08:12:29.399"
"1946","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 08:29:28.416"
"1947","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 08:42:01.618"
"1948","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 08:46:04.206"
"1949","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 09:32:24.685"
"1950","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 09:35:02.966"
"1951","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 09:35:14.912"
"1952","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 09:38:15.203"
"1953","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 09:39:15.173"
"1954","192.168.178.2","Other","Other","Other","de","2023-01-14","2023-01-14 09:45:13.105"
"1955","192.168.178.2","Other","Other","Other","de","2023-01-14","2023-01-14 11:10:11.837"
"1956","192.168.178.2","Other","Other","Other","de","2023-01-14","2023-01-14 11:13:41.736"
"1957","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 11:18:44.428"
"1958","192.168.178.2","Other","Other","Windows","de","2023-01-14","2023-01-14 12:27:15.438"
"1959","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 12:36:43.934"
"1960","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 12:36:44.787"
"1961","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 13:18:01.284"
"1962","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 14:01:43.316"
"1963","192.168.178.2","Safari","Safari","Mac OS X","de","2023-01-14","2023-01-14 15:12:14.921"
"1964","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 15:36:45.003"
"1965","192.168.178.2","Firefox","Firefox","Windows","de","2023-01-14","2023-01-14 16:49:05.748"
"1966","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:19:09.145"
"1967","192.168.178.2","Edge","Edge","Windows","de","2023-01-14","2023-01-14 18:32:22.658"
"1968","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:36:18.269"
"1969","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:38:30.064"
"1970","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:38:33.816"
"1971","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:46:15.724"
"1972","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:46:30.011"
"1973","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:46:35.948"
"1974","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:49:00.129"
"1975","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:52:01.195"
"1976","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:55:03.556"
"1977","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:57:02.415"
"1978","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:57:12.219"
"1979","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 18:57:18.949"
"1980","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:00:52.059"
"1981","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:06:28.489"
"1982","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:06:33.176"
"1983","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:06:37.833"
"1984","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:09:25.831"
"1985","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:10:11.988"
"1986","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:10:26.221"
"1987","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:29:52.869"
"1988","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-14","2023-01-14 19:30:03.39"
"1989","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 20:03:43.05"
"1990","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 20:23:20.883"
"1991","192.168.178.2","Edge","Edge","Windows","de","2023-01-14","2023-01-14 20:58:50.145"
"1992","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-14","2023-01-14 22:16:40.763"
"1993","192.168.178.2","Edge","Edge","Windows","de","2023-01-14","2023-01-14 22:25:27.757"
"1994","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 00:58:43.643"
"1995","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 00:59:41.4"
"1996","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 00:59:41.575"
"1997","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 00:59:41.757"
"1998","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 02:42:49.154"
"1999","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 03:25:00.303"
"2000","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 03:46:43.323"
"2001","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-15","2023-01-15 03:49:37.421"
"2002","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 03:55:30.863"
"2003","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 04:09:02.662"
"2004","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 04:59:01.075"
"2005","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 04:59:05.912"
"2006","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 05:12:31.628"
"2007","192.168.178.2","Other","Other","Other","de","2023-01-15","2023-01-15 05:12:47.213"
"2008","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 05:13:17.217"
"2009","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 05:22:43.011"
"2010","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 05:26:20.991"
"2011","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 05:36:19.15"
"2012","192.168.178.2","Other","Other","Other","de","2023-01-15","2023-01-15 06:38:27.026"
"2013","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 06:50:41.733"
"2014","192.168.178.2","Python Requests","Python Requests","Other","de","2023-01-15","2023-01-15 07:35:44.168"
"2015","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 08:12:31.343"
"2016","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 09:44:22.399"
"2017","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 09:50:05.604"
"2018","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 10:18:09.601"
"2019","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 11:00:35.835"
"2020","192.168.178.2","Edge","Edge","Windows","de","2023-01-15","2023-01-15 11:18:27.194"
"2021","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 11:50:44.717"
"2022","192.168.178.2","Edge","Edge","Windows","de","2023-01-15","2023-01-15 12:17:28.079"
"2023","192.168.178.2","Safari","Safari","Mac OS X","de","2023-01-15","2023-01-15 14:26:05.294"
"2024","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 15:15:39.957"
"2025","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-15","2023-01-15 16:06:19.188"
"2026","192.168.178.2","Edge","Edge","Windows","de","2023-01-15","2023-01-15 16:58:32.404"
"2027","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2023-01-15","2023-01-15 17:18:17.625"
"2028","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2023-01-15","2023-01-15 17:19:40.953"
"2029","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 17:26:29.882"
"2030","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 17:26:49.989"
"2031","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 18:20:26.577"
"2032","192.168.178.2","Other","Other","Other","de","2023-01-15","2023-01-15 18:56:58.559"
"2033","192.168.178.2","Other","Other","Other","de","2023-01-15","2023-01-15 20:06:54.82"
"2034","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-15","2023-01-15 21:14:04.293"
"2035","192.168.178.2","Other","Other","Other","de","2023-01-15","2023-01-15 21:48:33.681"
"2036","192.168.178.2","Edge","Edge","Windows","de","2023-01-15","2023-01-15 21:53:10.608"
"2037","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-15","2023-01-15 22:15:48.327"
"2038","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 00:11:06.482"
"2039","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 01:55:55.878"
"2040","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 05:23:10.492"
"2041","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 05:43:54.323"
"2042","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 06:21:03.134"
"2043","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 06:27:00.044"
"2044","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 06:40:48.766"
"2045","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-16","2023-01-16 06:54:16.22"
"2046","192.168.178.2","Firefox","Firefox","Ubuntu","de","2023-01-16","2023-01-16 07:01:24.663"
"2047","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 07:09:43.054"
"2048","192.168.178.2","Python Requests","Python Requests","Other","de","2023-01-16","2023-01-16 07:17:48.667"
"2049","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 07:33:55.143"
"2050","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 08:09:30.871"
"2051","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 08:09:32.022"
"2052","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 08:37:57.415"
"2053","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 08:38:07.779"
"2054","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 09:03:45.992"
"2055","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2023-01-16","2023-01-16 09:15:26.125"
"2056","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 09:16:54.998"
"2057","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 09:20:45.007"
"2058","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 09:44:07.492"
"2059","192.168.178.2","Edge","Edge","Windows","de","2023-01-16","2023-01-16 09:57:41.524"
"2060","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 10:08:37.679"
"2061","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 10:26:30.128"
"2062","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 10:30:14.616"
"2063","192.168.178.2","Edge","Edge","Windows","de","2023-01-16","2023-01-16 10:52:58.728"
"2064","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 12:22:32.761"
"2065","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 12:23:41.29"
"2066","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 12:59:35.714"
"2067","192.168.178.2","Edge","Edge","Windows","de","2023-01-16","2023-01-16 14:04:49.057"
"2068","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 14:22:00.975"
"2069","192.168.178.2","Firefox","Firefox","Windows","de","2023-01-16","2023-01-16 14:25:28.254"
"2070","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-16","2023-01-16 14:44:56.681"
"2071","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 17:49:24.25"
"2072","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-16","2023-01-16 17:49:34.87"
"2073","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 17:50:06.575"
"2074","192.168.178.2","Edge","Edge","Windows","de","2023-01-16","2023-01-16 19:09:40.425"
"2075","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 19:54:38.266"
"2076","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 21:31:00.444"
"2077","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 21:46:55.523"
"2078","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 21:50:39.385"
"2079","192.168.178.2","Edge","Edge","Windows","de","2023-01-16","2023-01-16 21:51:41.424"
"2080","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 21:54:23.463"
"2081","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 22:02:55.506"
"2082","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 22:42:29.45"
"2083","192.168.178.2","Other","Other","Other","de","2023-01-16","2023-01-16 22:51:49.531"
"2084","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 23:16:37.719"
"2085","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-16","2023-01-16 23:16:38.81"
"2086","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 00:15:23.503"
"2087","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 01:41:40.841"
"2088","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 02:08:45.553"
"2089","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 02:13:39.841"
"2090","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 02:43:48.034"
"2091","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 02:51:08.598"
"2092","192.168.178.2","Googlebot","Googlebot","Android","de","2023-01-17","2023-01-17 03:07:02.937"
"2093","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-17","2023-01-17 04:05:07.197"
"2094","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 04:10:41.309"
"2095","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 04:37:16.734"
"2096","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 04:37:19.841"
"2097","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 05:53:55.034"
"2098","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 06:38:17.806"
"2099","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 06:44:20.923"
"2100","192.168.178.2","Python Requests","Python Requests","Other","de","2023-01-17","2023-01-17 06:54:52.28"
"2101","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 08:23:22.497"
"2102","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 08:24:47.261"
"2103","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 09:40:14.37"
"2104","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 09:45:39.721"
"2105","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 10:14:43.524"
"2106","192.168.178.2","Edge","Edge","Windows","de","2023-01-17","2023-01-17 10:33:22.688"
"2107","192.168.178.2","Edge","Edge","Windows","de","2023-01-17","2023-01-17 10:33:22.709"
"2108","192.168.178.2","Edge","Edge","Windows","de","2023-01-17","2023-01-17 10:33:22.745"
"2109","192.168.178.2","Edge","Edge","Windows","de","2023-01-17","2023-01-17 10:33:22.906"
"2110","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 10:38:19.062"
"2111","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 10:38:24.919"
"2112","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-17","2023-01-17 10:48:23.772"
"2113","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 10:53:42.888"
"2114","192.168.178.2","Edge","Edge","Windows","de","2023-01-17","2023-01-17 10:57:06.784"
"2115","192.168.178.2","Firefox","Firefox","Windows","de","2023-01-17","2023-01-17 11:26:57.671"
"2116","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 12:03:51.7"
"2117","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-17","2023-01-17 13:57:40.661"
"2118","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 13:57:41.347"
"2119","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 14:03:28.127"
"2120","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 14:09:39.145"
"2121","192.168.178.2","Safari","Safari","Mac OS X","de","2023-01-17","2023-01-17 14:09:49.66"
"2122","192.168.178.2","Edge","Edge","Windows","de","2023-01-17","2023-01-17 14:15:47.785"
"2123","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 15:01:56.441"
"2124","192.168.178.2","UC Browser","UC Browser","Android","de","2023-01-17","2023-01-17 15:41:22.235"
"2125","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 15:55:32.374"
"2126","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 16:59:07.916"
"2127","192.168.178.2","Firefox","Firefox","Windows","de","2023-01-17","2023-01-17 17:38:54.141"
"2128","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 17:57:47.658"
"2129","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 17:57:51.882"
"2130","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 18:11:00.203"
"2131","192.168.178.2","masscan","masscan","Other","de","2023-01-17","2023-01-17 18:14:32.064"
"2132","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 18:21:00.948"
"2133","192.168.178.2","masscan","masscan","Other","de","2023-01-17","2023-01-17 18:33:27.844"
"2134","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-17","2023-01-17 18:37:34.452"
"2135","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 18:46:21.335"
"2136","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 19:26:48.092"
"2137","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 19:26:48.521"
"2138","192.168.178.2","masscan","masscan","Other","de","2023-01-17","2023-01-17 21:22:36.458"
"2139","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 21:54:25.447"
"2140","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 21:54:28.381"
"2141","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 21:54:30.095"
"2142","192.168.178.2","Other","Other","Other","de","2023-01-17","2023-01-17 22:25:57.106"
"2143","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-17","2023-01-17 22:52:29.409"
"2144","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 01:09:48.363"
"2145","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 01:50:08.788"
"2146","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-18","2023-01-18 01:56:22.403"
"2147","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 02:01:38.722"
"2148","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 04:44:29.412"
"2149","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 04:46:47.402"
"2150","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 05:26:28.145"
"2151","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 06:05:23.785"
"2152","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 06:07:22.125"
"2153","192.168.178.2","Python Requests","Python Requests","Other","de","2023-01-18","2023-01-18 06:33:04.092"
"2154","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 06:41:42.385"
"2155","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-18","2023-01-18 09:01:02.427"
"2156","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 09:07:29.989"
"2157","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 09:25:40.945"
"2158","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 09:29:16.046"
"2159","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 09:29:33.764"
"2160","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 10:02:54.11"
"2161","192.168.178.2","Edge","Edge","Windows","de","2023-01-18","2023-01-18 10:19:10.12"
"2162","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 10:29:44.577"
"2163","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 10:54:36.622"
"2164","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2023-01-18","2023-01-18 10:55:22.289"
"2165","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 10:59:31.902"
"2166","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 10:59:47.44"
"2167","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 11:52:14.112"
"2168","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 12:29:34.027"
"2169","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 12:47:48.107"
"2170","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 12:55:54.391"
"2171","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 13:01:33.166"
"2172","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-18","2023-01-18 13:03:58.995"
"2173","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 13:31:18.505"
"2174","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 15:04:13.648"
"2175","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 15:33:09.713"
"2176","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-18","2023-01-18 15:35:24.822"
"2177","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 15:42:07.161"
"2178","192.168.178.2","Chrome","Chrome","Mac OS X","de","2023-01-18","2023-01-18 15:54:59.343"
"2179","192.168.178.2","Firefox","Firefox","Ubuntu","de","2023-01-18","2023-01-18 16:20:32.977"
"2180","192.168.178.2","Edge","Edge","Windows","de","2023-01-18","2023-01-18 18:09:01.58"
"2181","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 19:45:18.434"
"2182","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 20:05:07.699"
"2183","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 20:14:31.32"
"2184","192.168.178.2","Safari","Safari","Mac OS X","de","2023-01-18","2023-01-18 20:26:43.342"
"2185","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 21:07:25.096"
"2186","192.168.178.2","Edge","Edge","Windows","de","2023-01-18","2023-01-18 21:09:40.593"
"2187","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 21:12:56.65"
"2188","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-18","2023-01-18 22:29:35.205"
"2189","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-18","2023-01-18 22:35:05.465"
"2190","192.168.178.2","Edge","Edge","Windows","de","2023-01-18","2023-01-18 22:55:35.436"
"2191","192.168.178.2","Edge","Edge","Windows","de","2023-01-18","2023-01-18 23:31:54.984"
"2192","192.168.178.2","Other","Other","Other","de","2023-01-18","2023-01-18 23:39:42.641"
"2193","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 01:02:05.068"
"2194","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 01:28:18.846"
"2195","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 01:49:19.393"
"2196","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 01:49:20.55"
"2197","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 02:48:55.029"
"2198","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 02:48:55.667"
"2199","192.168.178.2","Python Requests","Python Requests","Other","de","2023-01-19","2023-01-19 06:03:59.369"
"2200","192.168.178.2","Other","Other","Other","de","2023-01-19","2023-01-19 06:40:33.795"
"2201","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-19","2023-01-19 06:48:35.139"
"2202","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-19","2023-01-19 06:48:39.94"
"2203","192.168.178.2","Firefox","Firefox","Mac OS X","de","2023-01-19","2023-01-19 07:24:09.106"
"2204","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 07:29:46.696"
"2205","192.168.178.2","Other","Other","Other","de","2023-01-19","2023-01-19 08:13:15.334"
"2206","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-19","2023-01-19 08:21:41.718"
"2207","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-19","2023-01-19 08:28:33.677"
"2208","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-19","2023-01-19 08:31:20.936"
"2209","192.168.178.2","Edge","Edge","Windows","de","2023-01-19","2023-01-19 08:57:49.966"
"2210","192.168.178.2","Chrome","Chrome","Windows","de","2023-01-19","2023-01-19 10:06:55.559"
"2211","192.168.178.2","Other","Other","Other","de","2023-01-19","2023-01-19 10:47:33.38"
"2212","192.168.178.2","Edge","Edge","Windows","de","2023-01-19","2023-01-19 11:00:04.566"
"2213","192.168.178.2","Edge Mobile","Edge Mobile","Android","de","2023-01-19","2023-01-19 11:07:08.975"
"2214","192.168.178.2","Edge Mobile","Edge Mobile","Android","de","2023-01-19","2023-01-19 11:22:02.85"
"2215","192.168.178.2","Firefox","Firefox","Linux","de","2023-01-19","2023-01-19 11:51:49.187"
